Team A,Team B,Score A,Score B,Date,Competition,SourceURL
Coppermine SC 2015 Boys Pre-Academy I,columbus force ce 15b grasshoppers (black),1.0,1.0,2025-03-08,2025 Jefferson Cup Boys Weekend (2016-2011),https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,3.0,3.0,2025-03-08,2025 Jefferson Cup Boys Weekend (2016-2011),https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,1.0,2.0,2024-12-08,2024 Southampton Cup - Baltimore,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,sac 2015 - pre-,1.0,1.0,2024-12-07,2024 Southampton Cup - Baltimore,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,3.0,2.0,2024-12-07,2024 Southampton Cup - Baltimore,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,2014 csa uptown/matts elite,3.0,1.0,2024-11-17,2024 visitRaleigh.com Boys Junior Showcase,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,surf mp 14,3.0,4.0,2024-11-16,2024 visitRaleigh.com Boys Junior Showcase,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,4.0,2.0,2024-11-16,2024 visitRaleigh.com Boys Junior Showcase,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,3.0,0.0,2024-11-10,2024 Bethesda Premier Cup YDP U9 - U13 ,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,syc 2015b pre-mls next,3.0,1.0,2024-11-09,2024 Bethesda Premier Cup YDP U9 - U13 ,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,4.0,2.0,2024-11-09,2024 Bethesda Premier Cup YDP U9 - U13 ,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,7.0,0.0,2024-10-26,EDP League Fall 2024,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,2014 maryland united e1,4.0,3.0,2024-10-19,EDP League Fall 2024,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,4.0,3.0,2024-10-13,EDP Cup Fall 2024,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,5.0,3.0,2024-10-13,EDP Cup Fall 2024,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,new york red bulls pre- 2015 north,1.0,2.0,2024-10-12,EDP Cup Fall 2024,https://rankings.gotsport.com/teams/133402/game-history
Coppermine SC 2015 Boys Pre-Academy I,coppermine 2015 1,5.0,1.0,2024-10-12,EDP Cup Fall 2024,https://rankings.gotsport.com/teams/133402/game-history
Henderson LVSA '15B Black,southeast 2015,7.0,1.0,2025-09-28,The Derby 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,scottsdale 15 sandsharks select,2.0,1.0,2025-09-27,The Derby 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,16b gsa,0.0,0.0,2025-09-27,The Derby 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,albion las vegas 2015 ii,1.0,2.0,2025-09-01,Las Vegas Labor Day Classic 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,2015e arredondo,2.0,4.0,2025-08-31,Las Vegas Labor Day Classic 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,players 15 junior elite,1.0,3.0,2025-08-31,Las Vegas Labor Day Classic 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,fire 15b ad,8.0,1.0,2025-08-30,Las Vegas Labor Day Classic 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,2014 blue miguel,4.0,2.0,2025-07-27,ISA SUMMER SHOWCASE 2025 ,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,strikers orange- b2014 es,1.0,4.0,2025-07-27,ISA SUMMER SHOWCASE 2025 ,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,royal's riverside b2014,1.0,7.0,2025-07-26,ISA SUMMER SHOWCASE 2025 ,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,south county b2014 yellow,0.0,4.0,2025-07-26,ISA SUMMER SHOWCASE 2025 ,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,las vegas alliance 14/15,3.0,0.0,2025-05-18,Jeff Bush Memorial Cup 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,bvb ia lv 2014 yellow,3.0,0.0,2025-05-18,Jeff Bush Memorial Cup 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,lv heat surf 15b select blue henderson,1.0,1.0,2025-05-17,Jeff Bush Memorial Cup 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,players 15 junior elite,1.0,0.0,2025-05-17,Jeff Bush Memorial Cup 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,rayados las vegas soccer 2015,4.0,2.0,2025-05-10,Nevada South Youth Soccer League Spring 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,albion las vegas 2014 iv,5.0,1.0,2025-04-26,Nevada South Youth Soccer League Spring 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,albion las vegas 2015 i,5.0,0.0,2025-04-19,Nevada South Youth Soccer League Spring 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,players 15 junior elite,1.0,1.0,2025-04-12,Nevada South Youth Soccer League Spring 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,las vegas sports u10 grey 2015,7.0,1.0,2025-04-11,Nevada South Youth Soccer League Spring 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,las vegas red stars 2014,9.0,1.0,2025-04-05,Nevada South Youth Soccer League Spring 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,magnifico 2015e,0.0,4.0,2025-03-30,Vegas Cup Spring Classic '25,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,magnifico 2015p,1.0,1.0,2025-03-30,Vegas Cup Spring Classic '25,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,b2015,2.0,1.0,2025-03-29,Vegas Cup Spring Classic '25,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,rayados las vegas soccer 2015,2.0,1.0,2025-03-29,Vegas Cup Spring Classic '25,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,las vegas diversity '14,0.0,3.0,2025-03-02,Surf Cup Southwest 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,las vegas elite 2014,3.0,1.0,2025-03-02,Surf Cup Southwest 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,las vegas diversity '14,0.0,2.0,2025-03-01,Surf Cup Southwest 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,players 15 junior elite,1.0,0.0,2025-03-01,Surf Cup Southwest 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,north oc 2014 ea2,4.0,3.0,2025-02-17,City of Las Vegas Mayor's Cup International Showcase 2025 (Boys),https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,15b,3.0,1.0,2025-02-16,City of Las Vegas Mayor's Cup International Showcase 2025 (Boys),https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,2014 b,0.0,4.0,2025-02-17,City of Las Vegas Mayor's Cup International Showcase 2025 (Boys),https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,15b,3.0,1.0,2025-02-16,City of Las Vegas Mayor's Cup International Showcase 2025 (Boys),https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,bvb ia lv 14 yellow,0.0,3.0,2025-02-15,City of Las Vegas Mayor's Cup International Showcase 2025 (Boys),https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,prime 15 nna,3.0,1.0,2025-02-08,Nevada South Youth Soccer League Spring 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,lv heat surf 14b pre np summerlin,4.0,0.0,2025-02-02,Nevada Jr. Cup 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,bvb ia lv 2014 yellow,4.0,2.0,2025-02-02,Nevada Jr. Cup 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,lv heat surf 15b select blue henderson,2.0,0.0,2025-02-01,Nevada Jr. Cup 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,albion las vegas 2014 ii,1.0,3.0,2025-02-01,Nevada Jr. Cup 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,villarreal lv u11 red - ba,16.0,0.0,2025-01-25,Nevada South Youth Soccer League Spring 2025,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,magnifico 2015e,,,2024-11-23,Nevada South Youth Soccer League Fall 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,bvb ia lv 2014 yellow,1.0,2.0,2024-11-17,The 31st Annual Rugrat Tournament,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,las vegas elite 2014,3.0,0.0,2024-11-16,The 31st Annual Rugrat Tournament,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,las vegas diversity '14,8.0,0.0,2024-11-16,The 31st Annual Rugrat Tournament,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,prime 15 nna,3.0,1.0,2024-11-09,Nevada South Youth Soccer League Fall 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,lv heat surf 15b select blue henderson,4.0,1.0,2024-11-02,Nevada South Youth Soccer League Fall 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,2015,2.0,3.0,2024-10-27,City of Las Vegas Mayor's Cup International Tournament 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,15 elite,1.0,1.0,2024-10-26,City of Las Vegas Mayor's Cup International Tournament 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,15b,2.0,3.0,2024-10-26,City of Las Vegas Mayor's Cup International Tournament 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,lv rayados 2016,1.0,4.0,2024-10-19,Nevada South Youth Soccer League Fall 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,lv heat surf 15b select gray henderson,6.0,1.0,2024-10-13,Las Vegas Invitational FALL CUP 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,players 15 juniors 2,7.0,0.0,2024-10-13,Las Vegas Invitational FALL CUP 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,lv heat surf 15b select blue henderson,5.0,2.0,2024-10-12,Las Vegas Invitational FALL CUP 2024,https://rankings.gotsport.com/teams/358592/game-history
Henderson LVSA '15B Black,vegas united ‘15 elite,2.0,0.0,2024-10-12,Las Vegas Invitational FALL CUP 2024,https://rankings.gotsport.com/teams/358592/game-history
SYC 2015B Pre-MLS Next,2015,6.0,0.0,2025-10-04,EDP League Fall 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,black dtown '15 (b),10.0,0.0,2025-09-28,2025 APL / Acela Fall League,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,pre mls next white '15,5.0,2.0,2025-09-28,2025 APL / Acela Fall League,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2015 black - yamal,7.0,0.0,2025-09-27,2025 APL / Acela Fall League,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2015 black - mbappe,5.0,6.0,2025-09-27,2025 APL / Acela Fall League,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,mclean youth soccer 2015,4.0,4.0,2025-09-21,EDP League Fall 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,coppermine 2015 pre- i,1.0,3.0,2025-09-20,EDP League Fall 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,alex 2015,4.0,3.0,2025-09-14,EDP League Fall 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2015,5.0,2.0,2025-09-13,EDP League Fall 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,loudoun 2015b pre-mls next,5.0,3.0,2025-09-07,EDP League Fall 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,futboltech chsc - 2015 liverpool,1.0,2.0,2025-09-01,Philadelphia International Cup,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,pre mls next black '15,2.0,1.0,2025-08-31,Philadelphia International Cup,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,pre mls next white '15,4.0,1.0,2025-08-31,Philadelphia International Cup,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,real fa 2015 pre-mls,6.0,1.0,2025-08-30,Philadelphia International Cup,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,futboltech chsc - 2015 liverpool,1.0,1.0,2025-08-30,Philadelphia International Cup,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,coppermine 2014 pre- i,4.0,6.0,2025-08-17,CHARM CITY SUPER CUP,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,syc 2014b pre-mls next ii,7.0,0.0,2025-08-16,CHARM CITY SUPER CUP,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,coppermine 2014 pre- ii,1.0,1.0,2025-08-16,CHARM CITY SUPER CUP,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,lafc socal b2015 pre-ecnl,3.0,3.0,2025-06-15,SuperCopa 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,lou fusz athletic blue star 2015b,4.0,4.0,2025-06-14,SuperCopa 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,premier touch ie 2015,3.0,5.0,2025-06-13,SuperCopa 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,tyler 15b,4.0,4.0,2025-06-12,SuperCopa 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,sparta united 2015 premier nk,4.0,0.0,2025-06-12,SuperCopa 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,coppermine 2014 2,0.0,1.0,2025-05-25,2025 Virginian Elite Soccer Tournament,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,stafford revolution pre ecnl b2014,6.0,1.0,2025-05-24,2025 Virginian Elite Soccer Tournament,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,esa 2014,10.0,1.0,2025-05-24,2025 Virginian Elite Soccer Tournament,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,maryland international 2014,16.0,1.0,2025-05-18,EDP League Spring 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,takoma park friends united 2014,6.0,3.0,2025-05-17,EDP League Spring 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,syc 2014b,7.0,2.0,2025-05-04,EDP League Spring 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2014 maryland united south,8.0,3.0,2025-04-27,EDP League Spring 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,dc eleven football club - 2014,6.0,1.0,2025-04-12,EDP League Spring 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2014 maryland united e2,2.0,0.0,2025-04-06,EDP League Spring 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2015,3.0,2.0,2025-04-05,EDP League Spring 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,pasadena 2014b elite,2.0,2.0,2025-03-30,EDP League Spring 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,bethesda i 2015,3.0,1.0,2025-03-29,EDP League Spring 2025,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2014 rush,1.0,3.0,2025-03-23,2025 Baltimore Mania - Boys Weekend,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,sac 2014 - pre-,1.0,5.0,2025-03-22,2025 Baltimore Mania - Boys Weekend,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,rnyfc 2014 pre-mls next,2.0,1.0,2025-03-22,2025 Baltimore Mania - Boys Weekend,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,concorde fire 15b central,3.0,4.0,2025-03-09,2025 Jefferson Cup Boys Weekend (2016-2011),https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,waza 2015,3.0,1.0,2025-03-08,2025 Jefferson Cup Boys Weekend (2016-2011),https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,rfa 2015b,2.0,4.0,2025-03-08,2025 Jefferson Cup Boys Weekend (2016-2011),https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,mclean youth soccer 2015,3.0,2.0,2025-03-02,Arlington Tournament Series - 2025 Spring Boys Tournament,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,bethesda ii 2014,1.0,5.0,2025-03-01,Arlington Tournament Series - 2025 Spring Boys Tournament,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,pw courage pre-ecnl 2014,0.0,5.0,2025-03-01,Arlington Tournament Series - 2025 Spring Boys Tournament,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,coppermine 2015 1,2.0,1.0,2024-12-08,2024 Southampton Cup - Baltimore,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,sac 2015 - pre-,4.0,3.0,2024-12-07,2024 Southampton Cup - Baltimore,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2014 cockeysville wolfpack,2.0,3.0,2024-12-07,2024 Southampton Cup - Baltimore,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,esa 2014,4.0,5.0,2024-11-17,2024 Columbia Fall Classic - Boys Weekend,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2015,3.0,2.0,2024-11-17,2024 Columbia Fall Classic - Boys Weekend,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,rush 14b,5.0,1.0,2024-11-16,2024 Columbia Fall Classic - Boys Weekend,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,esa 2014,4.0,3.0,2024-11-16,2024 Columbia Fall Classic - Boys Weekend,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,2014 boston pre-neal,5.0,3.0,2024-11-10,2024 Bethesda Premier Cup YDP U9 - U13 ,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,sac 2015 - pre-,8.0,2.0,2024-11-10,2024 Bethesda Premier Cup YDP U9 - U13 ,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,coppermine 2015 1,3.0,1.0,2024-11-09,2024 Bethesda Premier Cup YDP U9 - U13 ,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,baltimore celtic 2015 green north,3.0,1.0,2024-11-09,2024 Bethesda Premier Cup YDP U9 - U13 ,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,sac 2014 - united,5.0,1.0,2024-11-02,EDP League Fall 2024,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,fsc b2014,9.0,0.0,2024-10-20,EDP League Fall 2024,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,csa 2014,3.0,1.0,2024-10-19,EDP League Fall 2024,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,michigan jaguars pre mls 2014 2--da,1.0,3.0,2024-10-13,EDP Cup Fall 2024,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,black conshy '14 (b),5.0,4.0,2024-10-13,EDP Cup Fall 2024,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,keystone usys black 14b,4.0,1.0,2024-10-12,EDP Cup Fall 2024,https://rankings.gotsport.com/teams/276804/game-history
SYC 2015B Pre-MLS Next,sta mount olive 2014,5.0,2.0,2024-10-12,EDP Cup Fall 2024,https://rankings.gotsport.com/teams/276804/game-history
ONE FC B2015 BLACK,2015b,4.0,1.0,2025-10-04,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,2015 griezmann,1.0,5.0,2025-09-27,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,weston 2015,0.0,0.0,2025-09-21,2025 United Soccer Cup (Fall),https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,academia metodo coira 2015 elite,2.0,2.0,2025-09-21,2025 United Soccer Cup (Fall),https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,2015,4.0,0.0,2025-09-20,2025 United Soccer Cup (Fall),https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,cfc 16 premier,2.0,1.0,2025-09-19,2025 United Soccer Cup (Fall),https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,kbsc 2015,0.0,6.0,2025-09-14,EDP Florida League 2025-26,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,15b fpfc dev 1,0.0,2.0,2025-05-26,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,2015 (u10),4.0,2.0,2025-05-25,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,fort lauderdale 15,3.0,1.0,2025-05-25,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,2015,1.0,1.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,stovi stars 2015 prodigy,3.0,2.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,miami lakes united 2014,,,2025-04-26,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,doral west 2014,3.0,2.0,2025-04-05,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,barça pro miami - b2015 de jong,7.0,4.0,2025-03-23,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,2014b,4.0,2.0,2025-03-15,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,barça pro miami - b2014 christensen,3.0,2.0,2025-03-02,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,jam doral - gentile,3.0,0.0,2025-02-23,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,barça pro miami - b2015 de jong,4.0,6.0,2025-02-16,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,syc 2015b,4.0,0.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,weston 2015 future elite i,2.0,1.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,2015,7.0,1.0,2025-02-09,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,u11 elite doral,3.0,0.0,2025-02-02,EDP Florida League Spring 25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,weston 2015 future elite i,3.0,6.0,2025-01-12,2025 JFC Puma King Cup,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,jfc 2015 pre mls i,3.0,2.0,2025-01-12,2025 JFC Puma King Cup,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,weston 2015 future elite i,1.0,7.0,2025-01-11,2025 JFC Puma King Cup,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,scu 15,12.0,2.0,2025-01-11,2025 JFC Puma King Cup,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,labelle heat u10 15/16,9.0,3.0,2024-12-15,EDP Florida Playoffs Fall 2024,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,barça pro miami - b2015 de jong,3.0,0.0,2024-12-15,EDP Florida Playoffs Fall 2024,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,flfc 2015 premier,4.0,0.0,2024-12-14,EDP Florida Playoffs Fall 2024,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,2015b,4.0,1.0,2024-12-14,EDP Florida Playoffs Fall 2024,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,2015 (u10),3.0,0.0,2024-12-08,2024 The Miami Classic,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,2015 (u10),4.0,3.0,2024-12-08,2024 The Miami Classic,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,miami breakers 2015,6.0,2.0,2024-12-07,2024 The Miami Classic,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,ws 2015b pele,6.0,2.0,2024-12-07,2024 The Miami Classic,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,jam - perin,5.0,3.0,2024-11-17,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,cssa 2015w,2.0,4.0,2024-11-09,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,sevilla 2015 elite,7.0,1.0,2024-10-27,Legends Cup- 2024,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,weston 2015 future elite ii,3.0,7.0,2024-10-26,Legends Cup- 2024,https://rankings.gotsport.com/teams/398246/game-history
