Team A,Team B,Score A,Score B,Date
Tuzos Nogales 2015,West Valley 2015 Boys Rose,3.0,8.0,2025-02-22
PRFC West Valley 15B Copa,West Valley 2015 Boys Rose,2.0,3.0,2025-02-15
PRFC Scottsdale 15B Predator,West Valley 2015 Boys Rose,3.0,2.0,2025-02-08
CCV STARS 15 Boys Navy PEO,West Valley 2015 Boys Rose,0.0,4.0,2025-02-01
AZSC 15B White,West Valley 2015 Boys Rose,1.0,7.0,2025-01-25
Synergy FC 15/16B,West Valley 2015 Boys Rose,5.0,0.0,2025-01-19
State 48 FC Verrado 15/16 Black,West Valley 2015 Boys Rose,1.0,3.0,2025-01-18
AZSC 15B White,West Valley 2015 Boys Rose,2.0,4.0,2025-01-11
Legends FC AZ 16B FC,West Valley 2015 Boys Rose,1.0,7.0,2025-01-05
RSL-AZ South 15B Corral,West Valley 2015 Boys Rose,6.0,2.0,2025-01-04
16B Midhaan,West Valley 2015 Boys Rose,9.0,1.0,2025-01-04
Next Level Soccer Northwest 2015 Boys Red,West Valley 2015 Boys Rose,2.0,4.0,2024-12-15
EV-NSFC 15 Boys Perez(1),West Valley 2015 Boys Rose,2.0,4.0,2024-12-14
PRFC Scottsdale 15B Samba,West Valley 2015 Boys Rose,1.0,8.0,2024-12-14
Madison FC 2015 Boys Gold,West Valley 2015 Boys Rose,3.0,5.0,2024-12-08
Sun Warriors 15/16 Boys Sixtos,West Valley 2015 Boys Rose,11.0,4.0,2024-12-07
AZ Thundercats 2015,West Valley 2015 Boys Rose,4.0,4.0,2024-12-06
Phoenix Premier FC 15B CG,West Valley 2015 Boys Rose,2.0,3.0,2024-11-23
AZSC 15B White,West Valley 2015 Boys Rose,2.0,4.0,2024-11-23
NOS Santos 15 Boys Blue,West Valley 2015 Boys Rose,5.0,2.0,2024-11-23
CCV STARS 15 Boys Orange SUR,West Valley 2015 Boys Rose,0.0,1.0,2024-11-10
2015 Boys Yellow,West Valley 2015 Boys Rose,8.0,4.0,2024-11-08
State 48 FC Verrado 15/16 Black,West Valley 2015 Boys Rose,1.0,3.0,2024-11-03
2015 Rush Boys,West Valley 2015 Boys Rose,1.0,2.0,2024-11-01
CCV STARS 15 Boys Red PEO,West Valley 2015 Boys Rose,0.0,7.0,2024-10-13
Next Level Soccer Southeast 2015 Boys Green,West Valley 2015 Boys Rose,2.0,3.0,2024-10-13
Madison FC 15 Gold Boys,PRFC Scottsdale 16B Predator,4.0,1.0,2025-10-05
Madison FC 15 Gold Boys,U-11 (2015) Boys Pre Academy Blue,1.0,3.0,2025-10-04
Madison FC 15 Gold Boys,State 48 FC 15 Black,0.0,0.0,2025-03-29
2015 Boys Yellow,Madison FC 15 Gold Boys,0.0,0.0,2025-03-01
15B Blue Arviso #1,Madison FC 15 Gold Boys,0.0,0.0,2025-03-01
15 Boys Soul Warriors,15 Pre-MLS Next #2,3.0,1.0,2025-09-21
15 Pre-MLS Next #2,BVBIA ARIZONA BLACK & YELLOW 2015,7.0,0.0,2025-09-21
15 Boys Soul Warriors,15 Pre-MLS Next #2,4.0,1.0,2025-09-20
15 Pre-MLS Next #2,PRFC Scottsdale 15B Samba,5.0,0.0,2025-09-20
15 Boys Soul Warriors,Renegades 15B,0.0,4.0,2025-09-21
15 Boys Soul Warriors,PRFC Scottsdale 15B Samba,0.0,3.0,2025-09-20
15 Boys Soul Warriors,FDI 2015,2.0,4.0,2025-05-25
15 Boys Soul Warriors,Flagstaff Revolution 2015 Boys,1.0,2.0,2025-05-25
15 Boys Soul Warriors,FDI 2015,2.0,4.0,2025-05-24
15 Boys Soul Warriors,Dorados Reserve 2015,2.0,3.0,2025-05-24
15 Boys Soul Warriors,15B Garza/Bernal-1,2.0,7.0,2025-04-06
15 Boys Soul Warriors,Santos 15B,3.0,4.0,2025-04-05
15 Boys Soul Warriors,Wolves 15B,2.0,3.0,2025-03-22
15 Boys Soul Warriors,15B Becerra,5.0,3.0,2025-03-22
15 Boys Soul Warriors,15B Garza/Bernal 2,0.0,6.0,2025-03-15
15 Boys Soul Warriors,2015/16B Valenzuela Nogales,0.0,3.0,2025-03-15
15 Boys Soul Warriors,15B Blue Montoya #1,0.0,3.0,2025-03-08
15 Boys Soul Warriors,Santos 15B,1.0,2.0,2025-02-16
15 Boys Soul Warriors,RSLAZ Southern 15B Rayados Blue,3.0,1.0,2025-02-15
15 Boys Soul Warriors,Chelsea 15B2,2.0,1.0,2025-02-15
15 Boys Soul Warriors,15B Blue Arviso #1,2.0,6.0,2025-02-08
15 Boys Soul Warriors,15B Blue Montoya #1,1.0,4.0,2025-02-01
15 Boys Soul Warriors,Freedom Roadrunners,3.0,1.0,2025-01-19
15 Boys Soul Warriors,Empire 15B,2.0,4.0,2025-01-19
15 Boys Soul Warriors,Empire 15B,5.0,3.0,2025-01-18
15 Boys Soul Warriors,2015/16B Valenzuela Nogales,0.0,7.0,2025-01-18
15 Boys Soul Warriors,15B Blue Arviso #1,3.0,0.0,2025-01-11
15 Boys Soul Warriors,15B Bernal/Garza 2,0.0,0.0,2024-11-16
15 Boys Soul Warriors,15B Blue West #1,3.0,1.0,2024-11-02
15 Boys Soul Warriors,15B Bernal/Garza 2,4.0,1.0,2024-10-20
15 Boys Soul Warriors,Tuzos Nogales 2015,1.0,9.0,2024-10-19
15 Boys Soul Warriors,CDO 16B Premier,0.0,4.0,2024-10-19
15 Boys Soul Warriors,CDO 15B Elite,1.0,1.0,2024-10-18
PRFC Desert Foothills 15B Predator,Tuzos Royals 2015,1.0,7.0,2025-09-28
FSC United 15 Boys,PRFC Desert Foothills 15B Predator,15.0,0.0,2025-09-27
PRFC Desert Foothills 15B Predator,Tuzos Royals 2015,0.0,0.0,2025-09-26
La Piedad FC 2015,PRFC Desert Foothills 15B Predator,5.0,3.0,2025-09-20
FC Arizona 15B Black GFC Cuevas U11,PRFC Desert Foothills 15B Predator,0.0,9.0,2025-09-13
PRFC Desert Foothills 15B Predator,PRFC West Valley 15B Predator,5.0,3.0,2025-04-12
AZ Arsenal 15 Boys Teal 1 OC,PRFC Desert Foothills 15B Predator,1.0,8.0,2025-04-12
Amore 2014 Boys,PRFC Desert Foothills 15B Predator,6.0,3.0,2025-04-06
CCV STARS 14 Boys Navy SUR,PRFC Desert Foothills 15B Predator,4.0,1.0,2025-04-05
PRFC Desert Foothills 15B Predator,PRFC West Valley 15B Copa,2.0,2.0,2025-04-05
14B E64 #2,PRFC Desert Foothills 15B Predator,0.0,1.0,2025-03-23
NOS Santos 14 Boys White,PRFC Desert Foothills 15B Predator,1.0,4.0,2025-03-22
FC ARIZONA 14 GFC VELAZCO,PRFC Desert Foothills 15B Predator,5.0,4.0,2025-03-22
PRFC Desert Foothills 15B Predator,Pima Surf Academy Boys 15,1.0,3.0,2025-03-08
Legends FC AZ 15B Gold,PRFC Desert Foothills 15B Predator,2.0,2.0,2025-03-02
OJB FC 2015 Boys,PRFC Desert Foothills 15B Predator,3.0,6.0,2025-02-22
PRFC Desert Foothills 15B Predator,Verde Valley United FC,3.0,2.0,2025-02-09
Next Level Soccer Southeast 2014 Boys Green,PRFC Desert Foothills 15B Predator,1.0,4.0,2025-02-08
Next Level Soccer Southeast 2015 Boys Blue,PRFC Desert Foothills 15B Predator,5.0,2.0,2025-02-08
PRFC Desert Foothills 15B Predator,PRFC West Valley 15B Predator,1.0,5.0,2025-02-01
CCV STARS 15 Boys White PEO,PRFC Desert Foothills 15B Predator,4.0,0.0,2025-01-25
CCV STARS 15 Boys White PEO,PRFC Desert Foothills 15B Predator,2.0,4.0,2025-01-18
PRFC Desert Foothills 15B Predator,State 48 FC 14 White,1.0,2.0,2025-01-12
Kingman SC B14 McGill,PRFC Desert Foothills 15B Predator,8.0,1.0,2025-01-11
CCV STARS 14 Boys White PEO,PRFC Desert Foothills 15B Predator,3.0,1.0,2025-01-10
Atletico Tuzos Mesa 2014,PRFC Desert Foothills 15B Predator,3.0,0.0,2024-12-15
AZSC 15B White,PRFC Desert Foothills 15B Predator,1.0,1.0,2024-12-14
14B Hermanson 1,PRFC Desert Foothills 15B Predator,2.0,4.0,2024-12-14
CCV STARS 15 Boys Orange SUR,PRFC Desert Foothills 15B Predator,1.0,1.0,2024-11-02
2016 Boys (Pena),PRFC Desert Foothills 15B Predator,1.0,8.0,2024-10-27
Brazas 2015 Boys Gold Diego Rangel,PRFC Desert Foothills 15B Predator,6.0,1.0,2024-10-25
15B NJMarkette,PRFC Desert Foothills 16B Predator,2.0,2.0,2025-10-11
15B NJMarkette,AZ Arsenal 16 Boys Teal OC,0.0,0.0,2025-10-04
15B NJMarkette,PRFC West Valley 15B Predator,0.0,8.0,2025-09-20
15B NJMarkette,16B KChacon,2.0,1.0,2025-09-13
15B NJMarkette,NMSA 2015 Boys,1.0,0.0,2025-03-23
15B NJMarkette,Next Level Soccer Northwest 2015 Boys Red,0.0,0.0,2025-03-22
15B NJMarkette,FCDA 15B Pre - Academy,4.0,1.0,2025-03-21
15B NJMarkette,Tuzos Edwin 2015,3.0,5.0,2025-03-09
15B NJMarkette,RSLAZ Southern 15B Rayados Blue,2.0,0.0,2025-03-08
15B NJMarkette,16B Mendez GSA,5.0,2.0,2025-03-08
15B NJMarkette,RSL-AZ South 15B Corral,5.0,4.0,2025-02-23
15B NJMarkette,AZ Arsenal 15 Boys Flagstaff,2.0,8.0,2025-02-22
15B NJMarkette,PRFC Scottsdale 15B Samba,6.0,2.0,2025-02-21
15B NJMarkette,Prime FC 2015 Boys,8.0,1.0,2025-01-19
15B NJMarkette,BVB International Academy - BVB15 - Black,3.0,3.0,2025-01-18
15B NJMarkette,Vanguardia Cougars Hermosillo 2015,3.0,4.0,2025-01-18
15B NJMarkette,EV-NSFC 15 Boys Perez(1),4.0,1.0,2024-12-15
15B NJMarkette,PRFC Southeast Valley 15B Copa,7.0,0.0,2024-12-15
15B Blue Montoya #1,15B NJMarkette,3.0,7.0,2024-12-14
15B NJMarkette,15B Vyas,2.0,3.0,2024-12-14
15B NJMarkette,Legends FC AZ 15B FC,0.0,0.0,2024-12-01
15B NJMarkette,CCV STARS 15 Boys LAV,0.0,1.0,2024-12-01
15B NJMarkette,Club Campestre Juárez U10 Azul,0.0,1.0,2024-11-30
15B NJMarkette,Legends FC AZ 15B FC,1.0,4.0,2024-11-30
East Valley NSFC 15 Boys Klein,Synergy FC 15/16B Montone,0.0,14.0,2025-10-04
BRAZAS FC 2015 Boys White,Synergy FC 15/16B Montone,0.0,3.0,2025-09-20
15B Overlin,Synergy FC 15/16B Montone,3.0,5.0,2025-09-14
AZ Arsenal 15 Boys Teal CE,Synergy FC 15/16B Montone,4.0,2.0,2025-09-13
15B IGerman,Synergy FC 15/16B Montone,4.0,0.0,2025-09-13
2015 Rush Boys,Synergy FC 15/16B Montone,1.0,2.0,2025-08-31
AZEV B2015 (NAVY),Synergy FC 15/16B Montone,0.0,7.0,2025-08-29
Dynamos SC 15B SC,U-11 (2015) Boys Pre Academy Blue,2.0,3.0,2025-10-05
Dynamos SC 15B SC,PRFC Scottsdale 16B Predator,4.0,3.0,2025-09-28
Dynamos SC 15B SC,U-11 (2015) Boys Pre Academy Blue,2.0,2.0,2025-09-06
Dynamos SC 15B SC,SC Del Sol San Luis,1.0,0.0,2025-09-06
PRFC Desert Foothills 16B Predator,PRFC West Valley 15B Predator,0.0,0.0,2025-10-04
PRFC Southeast Valley 15B Predator,PRFC West Valley 15B Predator,0.0,0.0,2025-09-27
AZ Arsenal 16 Boys Teal OC,PRFC West Valley 15B Predator,0.0,10.0,2025-09-13
2016B Locomotive EPPL Valcarcel-LC,La Piedad FC 2015,0.0,0.0,2025-10-12
AZ Arsenal 15 Boys Select,La Piedad FC 2015,11.0,1.0,2025-10-11
AZ Arsenal 15 Boys Teal BD,La Piedad FC 2015,1.0,8.0,2025-10-11
BRAZAS FC 2015 Boys White,La Piedad FC 2015,0.0,8.0,2025-10-10
FC Arizona 15B Black GFC Cuevas U11,La Piedad FC 2015,0.0,0.0,2025-09-27
La Piedad FC 2015,Pre-ECNL RL B15,11.0,2.0,2025-09-13
La Piedad FC 2015,Select 15B Red,6.0,3.0,2025-09-07
La Piedad FC 2015,Tuzos 2015 Nava,0.0,4.0,2025-09-07
La Piedad FC 2015,Select 15B Red,4.0,1.0,2025-09-06
Dorados Reserve 2015,La Piedad FC 2015,4.0,4.0,2025-03-30
La Piedad FC 2015,Salsa 2015,0.0,14.0,2025-03-29
La Piedad FC 2015,Tuzos Edwin 2015,3.0,5.0,2025-03-29
AZSC 15B Gold,La Piedad FC 2015,15.0,1.0,2025-03-22
2015 Rush Boys,La Piedad FC 2015,7.0,3.0,2025-03-21
La Piedad FC 2015,Phoenix Premier FC 15B CG,7.0,4.0,2025-03-16
FDI 2015,La Piedad FC 2015,0.0,1.0,2025-03-16
La Piedad FC 2015,Next Level Soccer Southeast 2016 Boys Black,0.0,6.0,2025-03-15
Brazas 2015 Boys White Diego Lopez,La Piedad FC 2015,0.0,0.0,2025-03-01
EV-NSFC 15 Boys Tiggs(2),La Piedad FC 2015,0.0,0.0,2025-03-01
La Piedad FC 2015,RYSC 2015,0.0,6.0,2024-11-03
La Piedad FC 2015,State 48 FC Verrado 15 White,2.0,7.0,2024-11-03
La Piedad FC 2015,Salsa 2015,10.0,1.0,2024-11-02
La Piedad FC 2015,Scottsdale 15 Sandsharks Black,1.0,7.0,2024-11-02
CAC 15/16B (Conroy),Pima Surf Academy Boys 15,3.0,4.0,2025-09-27
CDO 15B Elite,Pima Surf Academy Boys 15,2.0,3.0,2025-09-27
2015 Rush Boys,Pima Surf Academy Boys 15,1.0,4.0,2025-09-13
FDI 2015,Pima Surf Academy Boys 15,3.0,2.0,2025-09-06
Kingman SC B14 McGill,Pima Surf Academy Boys 15,0.0,7.0,2025-05-25
Pima Surf Academy Boys 15,Verde Valley United FC,0.0,5.0,2025-05-24
FSC United 15 Boys,Pima Surf Academy Boys 15,0.0,8.0,2025-05-24
2014B Felix Nogales,Pima Surf Academy Boys 15,5.0,3.0,2025-04-06
14B Hermanson 2,Pima Surf Academy Boys 15,0.0,3.0,2025-04-05
Pima Surf Academy Boys 15,VSC 2014 Boys White,2.0,4.0,2025-04-04
FCDA 14B Academy,Pima Surf Academy Boys 15,0.0,0.0,2025-03-16
Pima Surf Academy Boys 14,Pima Surf Academy Boys 15,1.0,5.0,2025-03-16
Pima Surf Academy Boys 15,SC Union Cobras El Paso 2015,5.0,1.0,2025-03-15
Kingman SC B14 McGill,Pima Surf Academy Boys 15,5.0,0.0,2025-03-15
CCV STARS 15 Boys White PEO,Pima Surf Academy Boys 15,4.0,4.0,2025-03-01
Legends FC AZ 15B Gold,Pima Surf Academy Boys 15,1.0,5.0,2025-03-01
OJB FC 2015 Boys,Pima Surf Academy Boys 15,1.0,5.0,2025-02-22
14B Moore,Pima Surf Academy Boys 15,5.0,6.0,2025-02-16
14B Hermanson 2,Pima Surf Academy Boys 15,1.0,1.0,2025-02-15
14B Blue #2,Pima Surf Academy Boys 15,1.0,0.0,2025-02-14
Legends FC AZ 15B Gold,Pima Surf Academy Boys 15,2.0,0.0,2025-02-01
15B Garza/Bernal-1,Pima Surf Academy Boys 15,8.0,1.0,2025-01-19
Pima Surf Academy Boys 15,Santos 15B,3.0,2.0,2025-01-18
Pima Surf Academy Boys 15,RSLAZ Southern 15B Rayados Blue,2.0,5.0,2025-01-18
PRFC West Valley 15B Predator,Pima Surf Academy Boys 15,1.0,8.0,2025-01-11
CDO 15B Elite,Pima Surf Academy Boys 15,2.0,9.0,2024-11-14
Pima Surf Academy Boys 15,RSLAZ Southern 15B Rayados White,1.0,2.0,2024-11-11
15B Garza/Bernal 2,Pima Surf Academy Boys 15,5.0,3.0,2024-11-10
15B Bernal/Garza 2,Pima Surf Academy Boys 15,3.0,3.0,2024-10-26
15B Blue West #1,Pima Surf Academy Boys 15,2.0,3.0,2024-10-19
PSG 15B Red,West Valley 15/16B,0.0,0.0,2025-10-11
PRFC Scottsdale 15B Samba,West Valley 15/16B,0.0,0.0,2025-10-04
State 48 FC Verrado 15 White,Tuzos Nogales 2015,10.0,2.0,2025-02-23
16B Mendez GSA,Tuzos Nogales 2015,4.0,5.0,2025-02-23
16B Mendez GSA,Tuzos Nogales 2015,2.0,8.0,2025-02-22
15B Bernal/Garza 2,Tuzos Nogales 2015,0.0,7.0,2024-10-20
CDO 16B Premier,Tuzos Nogales 2015,13.0,0.0,2024-10-20
CDO 15B Elite,Tuzos Nogales 2015,1.0,11.0,2024-10-19
15 Boys National League #1,FC Arizona 15B Black GFC Cuevas U11,5.0,0.0,2025-09-21
15 Boys National League #1,CDO 15B Elite,0.0,0.0,2025-08-01
15B NMarkette Pre-MLS Next,Las Vegas Sports Academy U11 Boys Red 2015,2.0,0.0,2025-09-13
AZ Arsenal Pre-ECNL RL B15,VSC 2015 Boys Green,8.0,1.0,2025-10-11
Deportivo Mexico 15B,VSC 2015 Boys Green,0.0,0.0,2025-08-01
CDO 15B Elite,VSC 2015 Boys Green,2.0,3.0,2025-04-06
CAC 14/15B (Conroy),VSC 2015 Boys Green,2.0,3.0,2025-04-05
Milan,VSC 2015 Boys Green,3.0,1.0,2025-04-04
15B Garza/Bernal 2,VSC 2015 Boys Green,4.0,3.0,2025-03-08
Empire 15B,VSC 2015 Boys Green,1.0,1.0,2025-03-08
15B Garza/Bernal-3,VSC 2015 Boys Green,5.0,0.0,2025-02-01
RSLAZ Southern 15B Rayados White,VSC 2015 Boys Green,2.0,8.0,2025-02-01
Freedom Roadrunners,VSC 2015 Boys Green,0.0,6.0,2025-01-28
SASC 2015B Cardinals Jimenez,VSC 2015 Boys Green,4.0,0.0,2025-01-25
Next Level Soccer Southeast 2015 Boys Green,VSC 2015 Boys Green,2.0,5.0,2025-01-12
2015 Rush Boys,VSC 2015 Boys Green,2.0,1.0,2025-01-12
AZ Arsenal 15 Boys Teal 1 OC,VSC 2015 Boys Green,1.0,6.0,2025-01-11
SASC 2015B Cardinals Jimenez,VSC 2015 Boys Green,1.0,10.0,2024-12-09
Freedom Roadrunners,VSC 2015 Boys Green,4.0,0.0,2024-12-07
AZSC 15B White,VSC 2015 Boys Green,3.0,2.0,2024-11-24
NOS Santos 15 Boys Blue,VSC 2015 Boys Green,1.0,4.0,2024-11-23
Phoenix Premier FC 15B CG,VSC 2015 Boys Green,2.0,3.0,2024-11-23
15B Blue East #1,VSC 2015 Boys Green,5.0,2.0,2024-11-16
15B Garza/Bernal-3,VSC 2015 Boys Green,1.0,5.0,2024-10-26
VSC 2015 Boys Green,VSC 2015 Boys White,3.0,0.0,2024-10-19
PRFC Scottsdale 15B Samba,VSC 2015 Boys Green,2.0,6.0,2024-10-13
RSL-AZ South 15B Corral,VSC 2015 Boys Green,4.0,2.0,2024-10-13
AZ Thundercats 2015,State 48 FC 16 Black,3.0,1.0,2025-04-27
AZ Thundercats 2015,RYSC 2015,4.0,2.0,2025-04-26
AZ Thundercats 2015,Sun Warriors 15/16 Boys Sixtos,4.0,5.0,2025-04-26
AZ Thundercats 2015,Dorados Reserve 2015,2.0,0.0,2025-04-06
AZ Thundercats 2015,Synergy FC 15/16B,5.0,1.0,2025-04-05
AZ Thundercats 2015,Scottsdale 15 Sandsharks Black,1.0,3.0,2025-04-05
2015 Boys Yellow,AZ Thundercats 2015,8.0,4.0,2025-03-23
AZ Thundercats 2015,CCV STARS 15 Boys Navy SUR,4.0,6.0,2025-03-22
2015 Boys Yellow,AZ Thundercats 2015,7.0,6.0,2025-03-22
2015 Boys Blue,AZ Thundercats 2015,3.0,8.0,2025-03-21
2015 Boys Blue,AZ Thundercats 2015,3.0,8.0,2025-03-21
AZ Thundercats 2015,Tuzos Edwin 2015,3.0,4.0,2024-12-08
AZ Thundercats 2015,Sun Warriors 15/16 Boys Sixtos,5.0,2.0,2024-12-07
AZ Thundercats 2015,Phoenix 15/16B Blue,7.0,8.0,2024-11-10
AZ Thundercats 2015,Cobre Mountain Roadrunners 5,19.0,0.0,2024-11-10
AZ Thundercats 2015,FSC United 15 Boys,12.0,0.0,2024-11-09
AZ Thundercats 2015,Madison FC 2015 Boys Blue,1.0,6.0,2024-11-08
AZ Thundercats 2015,Vegas United ‘15 Boys Academy,5.0,4.0,2024-11-03
AZ Thundercats 2015,South Valley Soccer Club Scorpions,4.0,5.0,2024-11-03
AZ Thundercats 2015,Vegas United ‘15 Boys Academy,2.0,1.0,2024-11-02
AZ Thundercats 2015,CCV STARS 15 Boys Navy SUR,7.0,2.0,2024-11-02
16B GSA,Tuzos Edwin 2015,1.0,5.0,2025-09-06
Tuzos Edwin 2015,Tuzos Legacy 2015,2.0,2.0,2025-09-06
Dorados Reserve 2015,Tuzos Edwin 2015,2.0,5.0,2025-03-30
Tuzos Edwin 2015,Verde Valley United FC - U10 Boys,2.0,3.0,2025-03-30
Atletico Tuzos Mesa 2015,Tuzos Edwin 2015,2.0,3.0,2025-03-28
State 48 FC 15 Black,Tuzos Edwin 2015,0.0,0.0,2025-03-22
Next Level Soccer Southeast 2016 Boys Black,Tuzos Edwin 2015,0.0,5.0,2025-03-21
RSLAZ Southern 15B Rayados Blue,Tuzos Edwin 2015,2.0,3.0,2025-03-08
16B Mendez GSA,Tuzos Edwin 2015,5.0,0.0,2025-03-08
Madison FC 2015 Boys Gold,Tuzos Edwin 2015,4.0,6.0,2024-12-08
State 48 FC Verrado 15 White,Tuzos Edwin 2015,8.0,4.0,2024-12-07
Madison FC 2015 Boys Gold,Tuzos Edwin 2015,5.0,1.0,2024-12-06
State 48 FC Verrado 15/16 Black,Tuzos Edwin 2015,2.0,6.0,2024-11-09
Next Level Soccer Northwest 2015 Girls,Tuzos Edwin 2015,3.0,4.0,2024-11-08
2015 Club Rayos,FDI 2015,0.0,0.0,2025-10-11
FDI 2015,Kingman SC B15/16-Gonzalez,5.0,1.0,2025-05-25
Dorados Reserve 2015,FDI 2015,0.0,7.0,2025-05-24
FDI 2015,Select 15B,5.0,2.0,2025-04-19
EV-NSFC 15 Boys Perez(1),FDI 2015,3.0,3.0,2025-04-15
FDI 2015,State 48 FC Verrado 15/16 Black,4.0,2.0,2025-03-16
16B Mendez GSA,FDI 2015,4.0,0.0,2025-03-15
FDI 2015,State 48 FC 15 Copper,3.0,6.0,2025-01-19
2015 Boys Yellow,FDI 2015,6.0,2.0,2025-01-18
FDI 2015,State 48 FC Verrado 15/16 Black,1.0,0.0,2024-11-03
FDI 2015,PRFC Desert Foothills 15B Copa,1.0,5.0,2024-11-03
FDI 2015,Legends FC AZ 15B Gold,2.0,2.0,2024-11-02
AZ Arsenal 15 Boys Teal 1 OC,FDI 2015,6.0,0.0,2024-11-01
15/16B Valenzuela Nogales,15B Echanove,1.0,7.0,2025-10-11
15/16B Valenzuela Nogales,CDO 16B Premier,1.0,2.0,2025-10-11
15/16B Valenzuela Nogales,CDO 15B Elite,1.0,4.0,2025-09-28
15/16B Valenzuela Nogales,Renegades 15B,5.0,1.0,2025-09-27
15/16B Valenzuela Nogales,15B Blue Bennett,3.0,4.0,2025-04-06
15/16B Valenzuela Nogales,WMFC Highlanders 10U Coed (2015-17),3.0,2.0,2025-04-05
15/16B Valenzuela Nogales,15B Blue Montoya #2,1.0,2.0,2025-04-05
15/16B Valenzuela Nogales,Rangers 15B,1.0,3.0,2025-03-22
15/16B Valenzuela Nogales,Freedom Roadrunners,2.0,2.0,2025-03-22
15/16B Valenzuela Nogales,Wolves 15B,1.0,2.0,2025-03-15
15 Boys Soul Warriors,15/16B Valenzuela Nogales,3.0,0.0,2025-03-15
15/16B Valenzuela Nogales,15B Becerra,5.0,6.0,2025-02-16
15/16B Valenzuela Nogales,AYSO 216 10UB PSP Gila Valley Ninjas,10.0,1.0,2025-02-15
15/16B Valenzuela Nogales,15B Blue Bennett,1.0,1.0,2025-02-15
15/16B Valenzuela Nogales,RSLAZ Southern Rayados Az 2015 White,1.0,3.0,2025-01-19
15/16B Valenzuela Nogales,SASC 2015B Cardinals Jimenez,2.0,3.0,2025-01-18
15 Boys Soul Warriors,15/16B Valenzuela Nogales,7.0,0.0,2025-01-18
15/16B Valenzuela Nogales,PRFC Scottsdale 15B Gazelle,0.0,2.0,2024-12-15
15/16B Valenzuela Nogales,AZ Arsenal 15 Boys Teal 2 BD,0.0,3.0,2024-12-14
15/16B Valenzuela Nogales,EXCEL24FallU9U10B1Overlin,11.0,1.0,2024-12-14
15/16B Valenzuela Nogales,Rangers 15B,0.0,5.0,2024-11-10
15/16B Valenzuela Nogales,Santos 15B,3.0,2.0,2024-11-09
15/16B Valenzuela Nogales,Pima Surf Academy Boys 15/16,4.0,0.0,2024-11-09
Tuzos Titanes 2014,U-11 (2015) Boys Pre Academy Blue,0.0,0.0,2025-10-12
AZ Arsenal 14 Boys Teal SC,U-11 (2015) Boys Pre Academy Blue,0.0,0.0,2025-10-12
AZ Arsenal 14 Boys Teal MC,U-11 (2015) Boys Pre Academy Blue,2.0,1.0,2025-10-11
2014 Rush Boys,U-11 (2015) Boys Pre Academy Blue,1.0,2.0,2025-10-11
NOS Santos 15 Boys Blue,Select 15B Red,5.0,2.0,2025-10-04
PRFC Southeast Valley 15B Predator-Central,Select 15B Red,0.0,5.0,2025-09-20
Select 15B Red,Tuzos 2015 Nava,0.0,4.0,2025-09-06
CAC 15/16B (Conroy),CDO 15B Elite,1.0,0.0,2025-09-27
CDO 15B Elite,VSC 2015 Boys White,3.0,1.0,2025-09-21
15B Hinds,CDO 15B Elite,3.0,2.0,2025-09-21
CDO 15B Elite,Rangers 15B,1.0,8.0,2025-09-20
15B Hinds,CDO 15B Elite,3.0,3.0,2025-09-20
CDO 15B Elite,Fallbrook Villa FC B2015 Blue,1.0,4.0,2025-08-31
CDO 15B Elite,RSL-AZ Yuma 15 Boys Guzman,4.0,1.0,2025-08-30
ALBION SC San Diego B15 academy IIII,CDO 15B Elite,1.0,2.0,2025-08-30
CDO 15B Elite,State 48 FC 15 Black,1.0,2.0,2025-04-27
CDO 15B Elite,PRFC Southeast Valley 15B Predator-Central,1.0,1.0,2025-04-26
CDO 15B Elite,Verde Valley United FC - U10 Boys,5.0,2.0,2025-04-26
2014B Felix Nogales,CDO 15B Elite,2.0,5.0,2025-04-06
CDO 15B Elite,Milan,3.0,2.0,2025-04-05
CAC 14/15B (Conroy),CDO 15B Elite,3.0,4.0,2025-04-04
CDO 15B Elite,Select 14/15B Red,4.0,0.0,2025-03-30
CCV STARS 15 Boys Orange SUR,CDO 15B Elite,8.0,3.0,2025-03-29
CDO 15B Elite,Tuzos CR,5.0,1.0,2025-03-29
14B Blue #2,CDO 15B Elite,3.0,4.0,2025-03-08
CAC 14/15B (Conroy),CDO 15B Elite,1.0,1.0,2025-03-01
CDO 15B Elite,Milan,3.0,1.0,2025-02-25
14B Hermanson 2,CDO 15B Elite,1.0,0.0,2025-02-16
14B Moore,CDO 15B Elite,0.0,4.0,2025-02-15
CDO 15B Elite,VSC 2014 Boys White,0.0,1.0,2025-02-14
14B Moore,CDO 15B Elite,2.0,5.0,2025-02-01
15B Garza/Bernal 2,CDO 15B Elite,0.0,2.0,2025-01-19
CDO 15B Elite,Outlaws 2014B,1.0,0.0,2025-01-18
Alianza 2014 B black,CDO 15B Elite,3.0,2.0,2025-01-18
CDO 15B Elite,Santos 15B,1.0,2.0,2025-01-11
CDO 15B Elite,VSC 2014 Boys White,0.0,3.0,2024-12-28
CDO 15B Elite,RSLAZ Southern 15B Rayados Blue,7.0,0.0,2024-12-07
CDO 15B Elite,PRFC Southeast Valley 15B Samba,2.0,3.0,2024-11-24
AZSC 15B Gold,CDO 15B Elite,5.0,1.0,2024-11-23
Brazas 2015 Boys White Diego Lopez,CDO 15B Elite,1.0,4.0,2024-11-23
