Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID
1/19/2025,Tuzos Royals 2014,Next Level Soccer Northwest 2014 Boys,3,0,W,L,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644604,365177
1/18/2025,Tuzos Royals 2014,Madison FC 14 Gold Boys Storm,3,1,W,L,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644600,365177
1/18/2025,West Valley 2014 Boys Martinez Pre-Elite64,Tuzos Royals 2014,0,3,L,W,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644602,365177
1/11/2025,AZSC 14B Perez,Tuzos Royals 2014,2,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,Crossroads Park (AZSC),"2155 East Knox Rd.  , Gilbert, AZ 85296",18566307,365177
12/14/2024,CCV STARS 14 Boys Orange PEO,Tuzos Royals 2014,1,1,T,T,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437970,365177
12/14/2024,Tuzos Royals 2014,2014B West,2,2,T,T,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437966,365177
11/30/2024,Tuzos Royals 2014,Playmaker Futbol Academy 14B Gold,8,1,W,L,2024 Desert Super Cup,Tournaments Powered by Rated Sports ,U11B SUPER ELITE - U11B,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",18327443,365177
11/16/2024,Tuzos Royals 2014,AZ Arsenal 14 Boys Teal 1,2,1,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17045649,365177
11/16/2024,Legends FC AZ 14B Gold,Tuzos Royals 2014,0,6,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,Jackrabbit Basin,"6101 E Paradise Ln., Scottsdale, AZ 85254",17045653,365177
11/10/2024,Next Level Soccer Southeast 2014 Boys Red,Tuzos Royals 2014,4,3,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Tessmann,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18148315,365177
11/9/2024,Tuzos Royals 2014,14B Velasco Pre-MLS Next,3,3,T,T,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Tessmann,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18148312,365177
11/2/2024,Tuzos Royals 2014,15B NMarkette,9,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17045641,365177
10/5/2024,Brazas 2014 Boys Black Marcos,Tuzos Royals 2014,5,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,S- Tempe Sports Complex (Brazas),"8401 S Hardy Dr  , Tempe , AZ 85284",17045645,365177
10/5/2024,AZSC 14B Perez,Tuzos Royals 2014,1,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,Crossroads Park (AZSC),"2155 East Knox Rd.  , Gilbert, AZ 85296",17045629,365177
9/28/2024,14B GSA,Tuzos Royals 2014,6,0,W,L,The Derby (2024),The Derby,U11B Gold U11 Male,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",17816291,365177
9/28/2024,Tuzos Royals 2014,AZ Arsenal Pre-ECNL B14,2,1,W,L,The Derby (2024),The Derby,U11B Gold U11 Male,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",17816286,365177
9/27/2024,AZ Arsenal 14 Boys Teal 1,Tuzos Royals 2014,2,2,T,T,The Derby (2024),The Derby,U11B Gold U11 Male,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",17816281,365177
9/21/2024,PRFC Desert Foothills 14B Pre-Academy,Tuzos Royals 2014,2,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,Horseshoe Trails Elementary (PRFC-DF),"5405 E Pinnacle Vista Dr , Phoenix, AZ 85054",17045637,365177
8/10/2024,Tuzos Royals 2014,B2014,1,1,T,T,2024 Los Angeles Cup,Tournaments Powered by Rated Sports ,U11B U11 - Super Pro,Lancaster National Soccer Center,"43000 30th St E, Lancaster, CA 93535",16578034,365177
4/20/2024,Tuzos Royals 2014,Juventus,5,3,W,L,Schools Out For Summer 2024,Schools Out,U11B U11 Boys B,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",15600185,365177
4/19/2024,Excel Soccer Academy 14 Red,Tuzos Royals 2014,2,2,T,T,2024 Arizona Presidents Cup,Arizona Presidents Cup ,U10B 10U Boys Gold,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",15550730,365177
9/28/2025,Southeast 2013 Boys Green,2014B West,4,3,W,L,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796352,499398
9/27/2025,2014B West,AZ Arsenal Pre-ECNL B14,2,6,L,W,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796358,499398
9/27/2025,State 48 FC Avondale 13 Copper,2014B West,3,0,W,L,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796355,499398
9/26/2025,2014B West,SCFC 2014,0,0,T,T,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796350,499398
9/14/2025,Sun Warriors 13/14 Boys,2014B West,1,6,L,W,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606476,499398
9/14/2025,2014B West,14B JDeutsch Pre-MLS Next,2,0,W,L,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606474,499398
9/13/2025,Rey Del Castillo FC Gold,2014B West,2,4,L,W,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606470,499398
9/12/2025,2014B West,FCDA 13B Red NL (AZ),3,3,T,T,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606466,499398
9/7/2025,2014B West,14,7,0,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366827,499398
9/6/2025,2014B West,AZ Arsenal 13 Boys Flagstaff,5,4,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366825,499398
9/6/2025,PRFC North Valley 13B Predator,2014B West,2,4,L,W,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366823,499398
8/31/2025,2014B West,PRFC North Valley 13B Predator,1,5,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U13B U13 Boys Silver - Agyemang,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",22382646,499398
8/30/2025,2014B West,PRFC WV 13B NL Premier 2 AZ,5,0,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U13B U13 Boys Silver - Agyemang,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22382643,499398
8/30/2025,PSG 13B Blue E64RL,2014B West,0,10,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U13B U13 Boys Silver - Agyemang,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22382644,499398
4/27/2025,CDO 13B Elite,2014B West,1,11,L,W,Schools Out For Summer 2025,Schools Out,U12B U12 Boys 1,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473584,499398
4/26/2025,Havasu Lions 13B Moran,2014B West,0,7,L,W,Schools Out For Summer 2025,Schools Out,U12B U12 Boys 1,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473581,499398
4/26/2025,2014B West,Juventus,5,2,W,L,Schools Out For Summer 2025,Schools Out,U12B U12 Boys 1,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473579,499398
4/25/2025,2014B West,Scottsdale 13 Sandsharks Select,5,1,W,L,Schools Out For Summer 2025,Schools Out,U12B U12 Boys 1,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473587,499398
4/19/2025,2014B West,Brazas 2014 Boys Black Marcos,3,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",18566329,499398
4/5/2025,AZ Thundercats 2013,2014B West,3,1,W,L,Yavapai All Boys Tournament 2025,Yavapai,U12B U12 Boys 1,Pioneer Park Prescott,"1200 Commerce Drive , Prescott, AZ 86305",20191642,499398
3/30/2025,2014B West,Tuzos Academy Mesa 2014,12,1,W,L,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950207,499398
3/30/2025,2014B West,Excel Soccer Academy 14 Red,3,0,W,L,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950209,499398
3/29/2025,Excel Soccer Academy 14 Red,2014B West,0,3,L,W,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950203,499398
3/29/2025,2014B West,2014 Tuzos Academy FV,6,2,W,L,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950201,499398
3/21/2025,2014B West,Excel Soccer Academy 14 Red,0,3,L,W,TFC Spring Cup 2025,TFC Spring Cup,U12B U12 Boys Gold,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881268,499398
3/16/2025,2014B West,2014 Tuzos Academy FV,4,2,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Black,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826502,499398
3/8/2025,14B Velasco Pre-MLS Next,2014B West,5,1,W,L,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Clark,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19609906,499398
2/22/2025,NOS Santos 14 Boys Blue,2014B West,2,10,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,EV- NOS Santos Soccer Complex (NOS),"12347 S. Sossaman , Mesa, AZ 85212",18566305,499398
2/15/2025,AZSC 14B Perez,2014B West,1,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,Crossroads Park (AZSC),"2155 East Knox Rd.  , Gilbert, AZ 85296",18566326,499398
2/8/2025,2014B West,AZ Arsenal 14 Boys Teal 1,6,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18566320,499398
2/1/2025,Tuzos Royals 2014,2014B West,3,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18566319,499398
1/26/2025,Phoenix Premier FC 14B Black,2014B West,2,3,L,W,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702773,499398
1/24/2025,2014B West,14,3,6,L,W,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702769,499398
1/18/2025,PRFC Desert Foothills 14B Pre-Academy,2014B West,2,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,Horseshoe Trails Elementary (PRFC-DF),"5405 E Pinnacle Vista Dr , Phoenix, AZ 85054",18566312,499398
1/12/2025,Legends FC AZ 14B FC,2014B West,2,1,W,L,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Platinum - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604636,499398
1/11/2025,2014B West,14B Velasco Pre-MLS Next,2,2,T,T,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Platinum - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604632,499398
12/15/2024,2014B West,CCV STARS 14 Boys Orange PEO,1,3,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437974,499398
12/14/2024,Tuzos Royals 2014,2014B West,2,2,T,T,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437966,499398
12/8/2024,14,2014B West,1,4,L,W,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dasher,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382213,499398
12/7/2024,NOS Santos 14 Boys Blue,2014B West,1,5,L,W,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dasher,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382208,499398
12/7/2024,2014B West,PRFC West Valley 14B Pre-Academy,12,0,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dasher,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382210,499398
11/23/2024,14B Engilman,2014B West,2,6,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,Sweetwater Park (RSL- N),"13230 N. 44th Street, Phoenix, AZ 85032",17072060,499398
11/10/2024,2014B West,Next Level Soccer Northwest 2014 Boys,7,0,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Tillmann,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18148342,499398
11/2/2024,14B OMolina,2014B West,0,7,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",17072046,499398
10/19/2024,2014B West,14B Jimmy,1,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17072072,499398
10/12/2024,PRFC Southeast Valley 14B Pre-Academy,2014B West,5,9,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,Eagles Park Soccer Complex (PRFC SEV),"828 E Broadway Rd, mesa, AZ 85204",17072067,499398
10/5/2024,2014B West,NOS Santos 14 Boys Blue,6,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,EV- NOS Santos Soccer Complex (NOS),"12347 S. Sossaman , Mesa, AZ 85212",17072063,499398
9/21/2024,2014B West,Tuzos Academy Mesa 2014,5,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17072054,499398
9/14/2024,2014B West,Playmaker Futbol Academy 14B Gold,4,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 2 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17072053,499398
9/8/2024,Phoenix Premier FC 14B Black,2014B West,2,3,L,W,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479106,499398
9/7/2024,Next Level Soccer Southeast 2014 Boys Blue,2014B West,4,1,W,L,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479089,499398
9/7/2024,2014B West,Playmaker Futbol Academy 14B Gold,5,3,W,L,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479088,499398
9/1/2024,2014B West,Tuzos Academy Mesa 2014,5,0,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Robinson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17371431,499398
9/1/2024,14 ECNL #2,2014B West,5,0,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Robinson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17371432,499398
8/31/2024,2014B West,Playmaker Futbol Academy 14B Gold,6,1,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Robinson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17371429,499398
8/31/2024,PRFC Scottsdale 14B Pre-Academy,2014B West,5,8,L,W,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Silver - Robinson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17371427,499398
9/28/2025,2014 Elite,Southeast 2013 Boys Blue,3,0,W,L,The Derby 2025,The Derby 2025,U13B Boys U13 Gold,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796384,579284
9/28/2025,2014 Elite,Northwest 2013 Boys Black,2,0,W,L,The Derby 2025,The Derby 2025,U13B Boys U13 Gold,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796380,579284
9/27/2025,Rey Del Castillo FC Black,2014 Elite,1,7,L,W,The Derby 2025,The Derby 2025,U13B Boys U13 Gold,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796383,579284
9/7/2025,2014 Elite,FCDA 2013B Red,5,0,W,L,Tuzos Challenge 2025,Tuzos Challenge,U13B U13 Gold (11v11),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22446440,579284
9/7/2025,2014 Elite,Rey Del Castillo FC Black,5,6,L,W,Tuzos Challenge 2025,Tuzos Challenge,U13B U13 Gold (11v11),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22446441,579284
9/6/2025,Galacticos FC Sonora,2014 Elite,0,5,L,W,Tuzos Challenge 2025,Tuzos Challenge,U13B U13 Gold (11v11),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22446436,579284
9/6/2025,2014 Elite,Rey Del Castillo FC Black,2,1,W,L,Tuzos Challenge 2025,Tuzos Challenge,U13B U13 Gold (11v11),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22446438,579284
4/13/2025,2014 Elite,Tuzos Royals 2014,9,0,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286524,579284
4/13/2025,Next Level Soccer Southeast 2014 Boys Blue,2014 Elite,0,10,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286516,579284
4/12/2025,AZ Arsenal Pre-ECNL B14,2014 Elite,1,8,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286521,579284
4/12/2025,2014 Elite,Next Level Soccer Southeast 2014 Boys Red,7,1,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286519,579284
3/30/2025,14B GSA,2014 Elite,1,1,T,T,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20024179,579284
3/29/2025,Chelsea 13B,2014 Elite,1,5,L,W,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20024176,579284
3/23/2025,2014 Elite,Legends FC AZ 14B FC,1,0,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Pro,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917889,579284
3/22/2025,2014 Elite,Tuzos Royals 2014,4,0,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Pro,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917326,579284
2/8/2025,Playmaker Futbol Academy 13B Black,2014 Elite,3,1,W,L,Desert Classic 2025,Desert Classic,U12B U12 Boys Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969220,579284
9/28/2025,14,AZ Arsenal Pre-ECNL B14,0,3,L,W,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796353,370208
9/28/2025,14,State 48 FC Avondale 13 Copper,0,6,L,W,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796357,370208
9/27/2025,Southeast 2013 Boys Green,14,6,0,W,L,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796359,370208
9/26/2025,2014B West,14,0,0,T,T,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796350,370208
9/7/2025,2014B West,14,7,0,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366827,370208
9/6/2025,AZ Arsenal 13 Boys Flagstaff,14,0,0,T,T,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366822,370208
9/6/2025,14,PRFC North Valley 13B Predator,1,0,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366824,370208
