Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Original Team Rank
2023-11-04,Playmaker Futbol Academy 13 Boys Black,Southeast 2014 Boys Black,4,3,W,L,2023 Rush Cup ,2025 Rush Cup ,U11B U11B GOLD,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",13341189,238248,5
2023-11-03,Playmaker Futbol Academy 14 Boys Black,Southeast 2014 Boys Black,0,6,L,W,2023 Rush Cup ,2025 Rush Cup ,U11B U11B GOLD,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",13341184,238248,5
2023-10-29,IE B14,Southeast 2014 Boys Black,4,3,W,L,City of Las Vegas Mayor's Cup International Tournament 2023,City of Las Vegas Mayor's Cup ,U10B 2014B Chapman Auto Group (7v7),Kellogg-Zaher Soccer Complex,"7901 W Washington Ave, Las Vegas, NV 89128",13368722,238248,5
2023-10-28,Southeast 2014 Boys Black,14B Pre-ECNL,1,1,T,T,City of Las Vegas Mayor's Cup International Tournament 2023,City of Las Vegas Mayor's Cup ,U10B 2014B Chapman Auto Group (7v7),Ed Fountain Park,"4595 Vegas Dr., Las Vegas, NV 89108",13368866,238248,5
2023-10-28,Reno Tahoe 2014,Southeast 2014 Boys Black,1,0,W,L,City of Las Vegas Mayor's Cup International Tournament 2023,City of Las Vegas Mayor's Cup ,U10B 2014B Chapman Auto Group (7v7),Ed Fountain Park,"4595 Vegas Dr., Las Vegas, NV 89108",13368871,238248,5
2023-10-15,Next Level Soccer 2013 Boys Red,Southeast 2014 Boys Black,4,1,W,L,2023 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U11B BU11 SUPER PRO,Scottsdale Sports Complex (FC Arizona),"8081 E Princess Drive , Scottsdale, AZ 85255",13258369,238248,5
2023-10-14,Southeast 2014 Boys Black,13 Boys Pre-MLS Next Ferace,13,1,W,L,2023 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U11B BU11 SUPER PRO,Scottsdale Sports Complex (FC Arizona),"8081 E Princess Drive , Scottsdale, AZ 85255",13258364,238248,5
2023-10-14,State 48 FC 13 Black,Southeast 2014 Boys Black,0,14,L,W,2023 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U11B BU11 SUPER PRO,Scottsdale Sports Complex (FC Arizona),"8081 E Princess Drive , Scottsdale, AZ 85255",13258368,238248,5
2023-10-13,FC ARIZONA 13 GFC VELAZCO,Southeast 2014 Boys Black,2,2,T,T,2023 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U11B BU11 SUPER PRO,Scottsdale Sports Complex (FC Arizona),"8081 E Princess Drive , Scottsdale, AZ 85255",13258359,238248,5
2023-10-08,Southeast 2014 Boys Black,13 B. ECNL 2,4,5,L,W,Arsenal Challenge 2023,Arsenal Challenge,U11B U11 Silver ,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",13037768,238248,5
2023-10-07,Juventus 2013 Boys,Southeast 2014 Boys Black,1,9,L,W,Arsenal Challenge 2023,Arsenal Challenge,U11B U11 Silver ,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",13037760,238248,5
2023-10-07,Southeast 2014 Boys Black,13 Boys Pre-MLS Next JCFresquez,5,1,W,L,Arsenal Challenge 2023,Arsenal Challenge,U11B U11 Silver ,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",13037764,238248,5
2023-10-01,FC ARIZONA 14 FISCHER,Southeast 2014 Boys Black,1,11,L,W,The Derby (2023),The Derby,U10B Gold U10 Male,Scottsdale Sports Complex,"8081 E Princess Dr , Scottsdale, AZ 85255",13071022,238248,5
2023-10-01,Southeast 2014 Boys Black,14 Boys Mendez GSA,6,1,W,L,The Derby (2023),The Derby,U10B Gold U10 Male,Scottsdale Sports Complex,"8081 E Princess Dr , Scottsdale, AZ 85255",13071020,238248,5
2023-09-30,Legends FC AZ 14B FC,Southeast 2014 Boys Black,2,3,L,W,The Derby (2023),The Derby,U10B Gold U10 Male,Scottsdale Sports Complex,"8081 E Princess Dr , Scottsdale, AZ 85255",13071017,238248,5
2023-09-30,Southeast 2014 Boys Black,Octane FC 14 B,13,1,W,L,The Derby (2023),The Derby,U10B Gold U10 Male,Scottsdale Sports Complex,"8081 E Princess Dr , Scottsdale, AZ 85255",13071016,238248,5
2023-09-10,Playmaker Futbol Academy 13 Boys Black,Southeast 2014 Boys Black,2,4,L,W,Tuzos Challenge 2023,Tuzos Challenge,U11B U11 Gold (9v9),Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",12760732,238248,5
2023-09-09,Southeast 2014 Boys Black,Excel Soccer Academy 13 RED,3,2,W,L,Tuzos Challenge 2023,Tuzos Challenge,U11B U11 Gold (9v9),Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",12760728,238248,5
2023-09-09,13 Boys Pre MLS Next Gold Central,Southeast 2014 Boys Black,5,0,W,L,Tuzos Challenge 2023,Tuzos Challenge,U11B U11 Gold (9v9),Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",12760725,238248,5
2023-09-03,Southeast 2014 Boys Black,AZSC 13B Incarnati,2,0,W,L,Phoenix Rising Cup 2023,Phoenix Rising Cup,U11B U11 Boys Silver,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",12664767,238248,5
2023-09-03,Southeast 2014 Boys Black,Playmaker Futbol Academy 13 Boys Black,5,2,W,L,Phoenix Rising Cup 2023,Phoenix Rising Cup,U11B U11 Boys Silver,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",12664765,238248,5
2023-09-02,Southeast 2014 Boys Black,Phoenix Premier FC 13B Black,9,0,W,L,Phoenix Rising Cup 2023,Phoenix Rising Cup,U11B U11 Boys Silver,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",12664761,238248,5
2023-09-01,AZSC 13B Incarnati,Southeast 2014 Boys Black,1,3,L,W,Phoenix Rising Cup 2023,Phoenix Rising Cup,U11B U11 Boys Silver,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",12664759,238248,5
2023-03-12,Rapids Central 14B Select I,Southeast 2014 Boys Black,5,0,W,L,The Open (2023),The Open,U9B Super Copa (2014 - 7v7),Bell Road Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85255",10244624,238248,5
2023-03-12,Southeast 2014 Boys Black,2014 Academy PLUS Boys,2,3,L,W,The Open (2023),The Open,U9B Super Copa (2014 - 7v7),Bell Road Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85255",10244627,238248,5
2023-03-11,2014 Academy PLUS Boys,Southeast 2014 Boys Black,4,6,L,W,The Open (2023),The Open,U9B Super Copa (2014 - 7v7),Bell Road Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85255",10244621,238248,5
2023-03-11,Southeast 2014 Boys Black,Legends FC AZ B2014 FC,6,5,W,L,The Open (2023),The Open,U9B Super Copa (2014 - 7v7),Bell Road Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85255",10244622,238248,5
2023-03-10,Legends FC AZ B2014 FC,Southeast 2014 Boys Black,2,7,L,W,The Open (2023),The Open,U9B Super Copa (2014 - 7v7),Bell Road Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85255",10244613,238248,5
2023-03-10,Southeast 2014 Boys Black,Rapids Central 14B Select I,6,3,W,L,The Open (2023),The Open,U9B Super Copa (2014 - 7v7),Bell Road Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85255",10244616,238248,5
2023-02-26,14 Boys Ryan,Southeast 2014 Boys Black,1,4,L,W,2023 Max Shacknai Invitational presented by Northern Arizona University,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U9B U9B DEST - 7V7,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",9988304,238248,5
2023-02-25,Southeast 2014 Boys Black,PRFC West Valley 14B Soledad,20,0,W,L,2023 Max Shacknai Invitational presented by Northern Arizona University,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U9B U9B DEST - 7V7,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",9988300,238248,5
2023-02-24,Southeast 2014 Boys Black,CCV STARS 14 Boys Orange PEO,13,5,W,L,2023 Max Shacknai Invitational presented by Northern Arizona University,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U9B U9B DEST - 7V7,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",9988308,238248,5
2023-01-29,Southeast 2014 Boys Black,Excel Soccer Academy 13,7,4,W,L,2023 AZ Soccer Clash hosted by Phoenix Premier,AZ Soccer Clash,U10B U10 Boys Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",9608730,238248,5
2023-01-29,Southeast 2014 Boys Black,PRFC North Valley 13B Kris Copa,11,0,W,L,2023 AZ Soccer Clash hosted by Phoenix Premier,AZ Soccer Clash,U10B U10 Boys Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",9598538,238248,5
2023-01-28,Excel Soccer Academy 13,Southeast 2014 Boys Black,2,4,L,W,2023 AZ Soccer Clash hosted by Phoenix Premier,AZ Soccer Clash,U10B U10 Boys Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",9598537,238248,5
2023-01-28,Southeast 2014 Boys Black,FC ARIZONA 13 FRANKLIN,14,2,W,L,2023 AZ Soccer Clash hosted by Phoenix Premier,AZ Soccer Clash,U10B U10 Boys Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",9598534,238248,5
2023-01-22,North Scottsdale 13 Sandsharks,Southeast 2014 Boys Black,3,4,L,W,North Scottsdale Sandsharks Invitational 2023,Sandsharks,U10B U10 Boys Germany,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",9583361,238248,5
2023-01-21,Madison FC 13 Boys Gold,Southeast 2014 Boys Black,3,0,W,L,North Scottsdale Sandsharks Invitational 2023,Sandsharks,U10B U10 Boys Germany,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",9583359,238248,5
2023-01-21,Southeast 2014 Boys Black,Phoenix 13B (Castro),6,2,W,L,North Scottsdale Sandsharks Invitational 2023,Sandsharks,U10B U10 Boys Germany,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",9583358,238248,5
2023-01-14,Southeast 2014 Boys Black,NOS Santos 13 Boys Blue,2,1,W,L,CCV Stars Champions Cup 2023,CCV Stars Champions Cup,U10B Boys U10 Argentina - 7v7,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",9547726,238248,5
2023-01-14,Madison FC 13 Boys Gold,Southeast 2014 Boys Black,6,0,W,L,CCV Stars Champions Cup 2023,CCV Stars Champions Cup,U10B Boys U10 Argentina - 7v7,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",9547728,238248,5
2023-01-13,PRFC Scottsdale 13B Wilson,Southeast 2014 Boys Black,0,12,L,W,CCV Stars Champions Cup 2023,CCV Stars Champions Cup,U10B Boys U10 Argentina - 7v7,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",9547724,238248,5
2022-11-26,CCV STARS 14 Boys Orange PEO,Southeast 2014 Boys Black,0,12,L,W,2022 Desert Super Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",9222882,238248,5
2022-11-26,Southeast 2014 Boys Black,Fenix FC Premier 2014,1,2,L,W,2022 Desert Super Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",9222878,238248,5
2022-11-25,Legends FC AZ B2014 FC,Southeast 2014 Boys Black,2,0,W,L,2022 Desert Super Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",9222873,238248,5
2022-11-13,Southeast 2014 Boys Black,Phoenix 13B (Vazquez),3,4,L,W,Kick for the Cure,Kick for the Cure,U10B 10u Boys Beckham ,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",9193449,238248,5
2022-11-12,Legends FC AZ B2013 Gold,Southeast 2014 Boys Black,1,8,L,W,Kick for the Cure,Kick for the Cure,U10B 10u Boys Beckham ,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",9193452,238248,5
2022-11-11,CCV Stars 13 Boys Pre-ECNL PEO,Southeast 2014 Boys Black,3,4,L,W,Kick for the Cure,Kick for the Cure,U10B 10u Boys Beckham ,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",9193447,238248,5
2022-10-16,Brazas 2013 Boys Black M. Martins,Southeast 2014 Boys Black,5,3,W,L,2022 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U10B BU10 SUPER PRO,Scottsdale Sports Complex (FC Arizona),"8081 E Princess Drive , Scottsdale, AZ 85255",9002326,238248,5
2022-10-15,Southeast 2014 Boys Black,Paris Saint-Germain Academy Phoenix 13B Blue,13,0,W,L,2022 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U10B BU10 SUPER PRO,Scottsdale Sports Complex (FC Arizona),"8081 E Princess Drive , Scottsdale, AZ 85255",9002321,238248,5
2022-10-15,North Scottsdale 13 Sandsharks,Southeast 2014 Boys Black,0,1,L,W,2022 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U10B BU10 SUPER PRO,Scottsdale Sports Complex (FC Arizona),"8081 E Princess Drive , Scottsdale, AZ 85255",9002325,238248,5
2022-10-14,U-10 (2013) Boys Pre Academy,Southeast 2014 Boys Black,0,3,L,W,2022 Ahwatukee Classic Soccer Tournament,Ahwatukee Classic ,U10B BU10 SUPER PRO,Bell 94 Soccer Complex (FC Arizona) ,"9390 E Bell Rd , Scottsdale , AZ 85255",9002316,238248,5
2022-10-09,Southeast 2014 Boys Black,Playmakers Futbol Academy (PFA) 2014 BOYS,1,3,L,W,2022 Scottsdale Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",8892393,238248,5
2022-10-09,Southeast 2014 Boys Black,Madison FC 14 Boys Gold,0,2,L,W,2022 Scottsdale Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",8892389,238248,5
2022-10-08,Southeast 2014 Boys Black,Phoenix United 15 A,7,0,W,L,2022 Scottsdale Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",8892381,238248,5
2022-10-08,CCV STARS 14 Boys Orange LAV,Southeast 2014 Boys Black,1,3,L,W,2022 Scottsdale Cup,Tournaments Powered by Rated Sports ,U9B Super Pro U9B,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",8892385,238248,5
2022-09-18,Southeast 2014 Boys Black,CCV STARS 14 Boys Orange LAV,9,0,W,L,2022 Cactus Kick Off,Cactus Kick Off,U9B 2014 Gold,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",8758344,238248,5
2022-09-18,Legends FC AZ B2014 FC,Southeast 2014 Boys Black,3,4,L,W,2022 Cactus Kick Off,Cactus Kick Off,U9B 2014 Gold,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",8758346,238248,5
2022-09-17,14 Boys Ryan,Southeast 2014 Boys Black,0,7,L,W,2022 Cactus Kick Off,Cactus Kick Off,U9B 2014 Gold,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",8758337,238248,5
2022-09-17,Southeast 2014 Boys Black,14 Boys Clay,2,2,T,T,2022 Cactus Kick Off,Cactus Kick Off,U9B 2014 Gold,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",8758340,238248,5
2025-09-28,Playmaker Futbol Academy PRE-ECNL B14,14B GSA,1,3,L,W,The Derby 2025,The Derby 2025,U12B Boys U12 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796057,404655,7
2025-09-28,Southeast 2015 Boys Red,14B GSA,1,2,L,W,The Derby 2025,The Derby 2025,U12B Boys U12 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796061,404655,7
2025-09-27,14B GSA,Excel Soccer Academy 14B Red,7,2,W,L,The Derby 2025,The Derby 2025,U12B Boys U12 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796058,404655,7
2025-09-27,14B GSA,Tuzos Royals 2014,3,1,W,L,The Derby 2025,The Derby 2025,U12B Boys U12 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796052,404655,7
2025-09-07,14B GSA,Tuzos Royals 2014,4,1,W,L,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22426333,404655,7
2025-09-07,14B GSA,Phoenix United 2015 Elite,4,3,W,L,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22426331,404655,7
2025-09-06,14B GSA,Dynamos SC 14B SC,3,3,T,T,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22426327,404655,7
2025-09-06,Tuzos Royals 2014,14B GSA,1,2,L,W,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",22426330,404655,7
2025-08-31,14B GSA,Phoenix Premier FC 14B Pre MLS AD,6,1,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Gold - McGlynn,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380965,404655,7
2025-08-31,Playmaker Futbol Academy PRE-ECNL B14,14B GSA,2,6,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Gold - McGlynn,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380966,404655,7
2025-08-30,14B GSA,Phoenix United 2015 Elite,4,2,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Gold - McGlynn,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380961,404655,7
2025-08-30,PRFC Scottsdale 14B Pre-Academy,14B GSA,0,1,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Gold - McGlynn,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380962,404655,7
2025-05-03,14B GSA,Excel Soccer Academy 14 Red,2,5,L,W,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Gold - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",20082704,404655,7
2025-04-27,Brazas 2014 Boys Black Marcos,14B GSA,2,2,T,T,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Gold - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19916711,404655,7
2025-04-26,14B GSA,14 ECNL #2,5,3,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Gold - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19916708,404655,7
2025-04-13,14B GSA,AZ Arsenal Pre-ECNL B14,5,1,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Gold - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19916703,404655,7
2025-03-30,14B GSA,Phoenix United 14 Elite,1,1,T,T,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20024179,404655,7
2025-03-29,CCV Stars 13 Boys Orange LAV,14B GSA,0,6,L,W,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20024175,404655,7
2025-03-29,14B GSA,Chelsea 13B,4,1,W,L,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20024171,404655,7
2025-03-09,14B GSA,State 48 FC 13 White,5,0,W,L,2025 Ostrich Festival,Ostrich Festival,U12B U12 Boys Luna,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19722140,404655,7
2025-03-09,14B GSA,RSLAZ Southern Rayados AZ 2013 Blue,6,0,W,L,2025 Ostrich Festival,Ostrich Festival,U12B U12 Boys Luna,Scottsdale Sports Complex,"8081 E Princess Dr. , Scottsdale, AZ 85255",19722137,404655,7
2025-03-08,Synergy FC 13B,14B GSA,1,3,L,W,2025 Ostrich Festival,Ostrich Festival,U12B U12 Boys Luna,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19722129,404655,7
2025-03-08,14B GSA,Tuzos Mesa 2014,7,0,W,L,2025 Ostrich Festival,Ostrich Festival,U12B U12 Boys Luna,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19722132,404655,7
2025-02-23,14B GSA,U-12 (2013) Boys Pre Academy,6,1,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U12B U12B PLATINUM - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18991639,404655,7
2025-02-23,14B GSA,Next Level Soccer Northwest 2013 Boys Red,6,1,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U12B U12B PLATINUM - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18991641,404655,7
2025-02-22,State 48 FC 13 Copper,14B GSA,1,2,L,W,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U12B U12B PLATINUM - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18991634,404655,7
2025-02-21,14B GSA,Boys U10 Copper Mountain 13 EA/MS,6,3,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U12B U12B PLATINUM - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18991633,404655,7
2025-02-09,Next Level Soccer Southeast 2013 Boys Green,14B GSA,3,7,L,W,Desert Classic 2025,Desert Classic,U12B U12 Boys Silver,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969286,404655,7
2025-02-08,14B GSA,Westside United Lobos,9,1,W,L,Desert Classic 2025,Desert Classic,U12B U12 Boys Silver,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969283,404655,7
2025-02-08,CCV STARS 14 Boys Orange PEO,14B GSA,0,3,L,W,Desert Classic 2025,Desert Classic,U12B U12 Boys Silver,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969285,404655,7
2025-01-19,14B GSA,Lonestar Black 14B (Jimenez),2,5,L,W,Vegas Cup 2025,Vegas Cup,U11B Gold,James Regional Park,"8400 Robindale Rd, Las Vegas, NV 89113",18573123,404655,7
2025-01-19,ALBION SC Riverside B14 EA,14B GSA,1,2,L,W,Vegas Cup 2025,Vegas Cup,U11B Gold,James Regional Park,"8400 Robindale Rd, Las Vegas, NV 89113",18573114,404655,7
2025-01-18,Oaks FC B14 EA,14B GSA,1,3,L,W,Vegas Cup 2025,Vegas Cup,U11B Gold,James Regional Park,"8400 Robindale Rd, Las Vegas, NV 89113",18573086,404655,7
2025-01-18,14B GSA,La Roca 14B M Castillo,4,4,T,T,Vegas Cup 2025,Vegas Cup,U11B Gold,All-American Park,"1551 S Buffalo Drive, Las Vegas, NV 89117",18573096,404655,7
2025-01-05,14B GSA,South Valley Chivas 13B Red,1,2,L,W,New Year's Futures Cup 2025,New Year's Futures Cup,U12B U12 Boys Cobalt,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18592458,404655,7
2025-01-04,Union/AZ Monsoon FC 2014 Elite,14B GSA,3,1,W,L,New Year's Futures Cup 2025,New Year's Futures Cup,U12B U12 Boys Cobalt,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18592450,404655,7
2025-01-04,14B GSA,Sun Warriors 13/14 Boys,2,1,W,L,New Year's Futures Cup 2025,New Year's Futures Cup,U12B U12 Boys Cobalt,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18592453,404655,7
